Drug_Name,Reason,Description
Diltilong 60mg Tablet 10'SDiltilong 30mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
Diltilong SR 90mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Diltime 30mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Diltime SR 90mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Dilvas 2.5mg Tablet 10'SDilvas 10mg Tablet 10'SDilvas 5mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Dilzem 2% Gel 30gmDilzem Injection 5mlDilzem 30mg Tablet 15'SDilzem 30mg Tablet 10'SDilzem 240mg Capsule 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Dilzem CD 180mg Capsule 10'SDilzem CD 120mg Capsule 10'SDilzem CD 240mg Tablet 10'SDilzem CD 90mg Capsule 10'S,Hypertension,lower high blood pressure (hypertension)
Dilzem SR Tablet 15'SDilzem SR 90mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Dinospray 20mg Spray 20ml,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Diovan 160mg Tablet 14'SCO Diovan 80/12.5mg Tablet 14'SDiovan 80mg Tablet 14'SDiovan 40mg Tablet 14'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
DIP 5mg Tablet 10'SDIP 2.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
DIP A Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
DIPIN AT Tablet 10's,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
Diurem 2.5mg Tablet 10'SDiurem 5mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Divret 1.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Dobucin 250mg Injection 1'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Doxacard 2mg Tablet 10'SDoxacard 4mg Tablet 10'SDoxacard 1mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Dralgeen 20 mg Injection 1'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Dtel H 40/12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Duracard 1mg Tablet 10Duracard 2mg Tablet 10Duracard 4mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Dyloop Plus 20mg Tablet 10'SDyloop Plus 10mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Dytor 10mg Tablet 10'SDytor 5mg Tablet 10'SDytor 20mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Dytor Plus 10mg Tablet 10'SDytor Plus 5mg Tablet 15'SDytor Plus 20mg Tablet 15'S,Hypertension,lower high blood pressure (hypertension)
Dytor Plus Forte Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
E Tel 20mg Tablet 10'SE Tel 40mg Tablet 10'SE Tel 80mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
E Tel H 80mg Tablet 10'SE Tel H 40/12.5mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Ecator 2.5mg Tablet 10'SEcator 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Ecotel 20mg Tablet 10'SEcotel 80mg Tablet 10'SEcotel 40mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Ecotel A Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Ecotel Beta 50mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Ecotel CC Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Ecotel H Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Eddzaar 80mg Tablet 10'SEddzaar 40mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Efnocar 20mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Efonta 20mg Tablet 10'SEfonta 10mg Tablet 10'SEfonta 40mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
EL 10mg Tablet 10'SEL 2.5mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
EL Nico 10mg Tablet 20'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
Eldapril 2.5mg Tablet 10'SEldapril 5mg Tablet 10'SEldapril 10mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Eldotel 20mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Elpress 10mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Elpril 10mg Tablet 10'SElpril 5mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Elprol XL 25mg Tablet 15'SElprol XL 50mg Tablet 15'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Elsar 25mg Tablet 10'SElsar 50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Elsar H Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Elsartan 25mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Elsartan AM Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Elsartan H Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
ELTEL H Tablet 10's,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Emadine 2.5mg Tablet 10'SEmadine 10mg Tablet 10'SEmadine 5mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
Emadine AT 5/50mg Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Embeta 100mg Tablet 10'SEmbeta 25mg Tablet 10'SEmbeta 50mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Embeta AM 50mg Tablet 10'SEmbeta AM 25mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Embeta ER 50mg Tablet 10'SEmbeta ER 25mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Embeta HT 20/12.5mg Tablet 10'SEmbeta HT 50mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Embeta TM 25mg Tablet 10'SEmbeta TM 50mg Tablet 10'SEmbeta TM 50mg Tablet 15'SEmbeta TM 25mg Tablet 15'S,Hypertension,lower high blood pressure (hypertension)
Embeta XR 25mg Tablet 30'SEmbeta XR 100mg Tablet 10'SEmbeta XR 50mg Tablet 30'SEmbeta XR 25mg Tablet 10'SEmbeta XR 50mg Tablet 15'SEmbeta XR 75mg Tablet 10'SEmbeta XR 75mg Tablet 15'SEmbeta XR 50mg Tablet 10'SEmbeta XR 12.5mg Tablet 10'SEmbeta XR 25mg Tablet 15'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Enace 5mg Tablet 10'SEnace 2.5mg Tablet 10'SEnace 10mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Enace D 2.5mg Tablet 30'SEnace D 2.5/12.5mg Tablet 10'SEnace D 5mg Tablet 30'SEnace D 5mg Tablet 10'SEnace D 5/12.5mg Tablet 10'SEnace D 10/25mg Tablet 10'SEnace D 10mg Tablet 30'SEnace D 2.5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Enal 2.5mg Tablet 10'SEnal 10mg Tablet 10'SEnal 5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Enal H 5mg Tablet 10'SEnal H 10mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Enalapril 5mg Tablet 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
Enam 10mg Tablet 15'SEnam 5mg Tablet 15'SEnam 20mg Tablet 10'SEnam 2.5mg Tablet 15'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Enam D 5/12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Enapril 5mg Tablet 15'SEnapril 2.5mg Tablet 10'SEnapril 2.5mg Tablet 15'SEnapril 5mg Tablet 10'SEnapril 10mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Enapril HT Tablet 10'SEnapril HT Tablet 15'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Enblok 2.5mg Tablet 10'SEnblok 5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Enblok H 5/12.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Encardil 2.5mg Tablet 10'SEncardil 10mg Tablet 10'SEncardil 5mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Endobloc 10mg Tablet 10'SEndobloc 5mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Endobloc T Kit,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Eneril 5mg Tablet 10'SEneril 2.5mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Enpril 5mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Envas 2.5mg Tablet 30'SEnvas 5mg Tablet 15'SEnvas Injection 1mlEnvas 2.5mg Tablet 15'SEnvas 10mg Tablet 15'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
Envas AM 5mg Tablet 15'SEnvas AM 2.5mg Tablet 15'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Envas H 5mg Tablet 10'SEnvas H 10mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
ENZIDE 10/25mg Tablet 10's,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Eplecard 25mg Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Eplehef 50mg Tablet 10'SEplehef 25mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Epnone 50mg Tablet 10'SEpnone 25mg Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Epofaith 6000IU Prefilled Syringe 1'SEpofaith 2000IU Prefilled Syringe 1'SEpofaith 4000IU Prefilled Syringe 1'SEpofaith 10000IU Prefilled Syringe 1'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Eporise 20000IU Prefilled Syringe 1'SEporise 40000IU Prefilled Syringe 1ml,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
EPTUS T 20 Kit 1's,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Eptus T10 Kit 1'S,Hypertension,lower high blood pressure (hypertension)
Eritel 40mg Tablet 15'SEritel 40mg Tablet 10'SEritel 20mg Tablet 15'SEritel 80mg Tablet 10'SEritel 20mg Tablet 10'SEritel 80mg Tablet 15'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Eritel AM 80mg Tablet 15'SEritel AM 40mg Tablet 15'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
Eritel CH 80mg Tablet 15'SEritel CH 40mg Tablet 15'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
Eritel CH 40 Trio Tablet 15'S,Hypertension,lower high blood pressure (hypertension)
Eritel CH LS 80mg Tablet 10'SEritel CH LS 40mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Eritel CH Trio 80mg Tablet 15'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Eritel H 40mg Tablet 15'SEritel H 80mg Tablet 15'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Eritel LN 40mg Tablet 10'SEritel LN 40mg Tablet 15'SEritel LN 80mg Tablet 10'SEritel LN 80mg Tablet 15'S,Hypertension,lower high blood pressure (hypertension)
Eritel LN HS 80mg Tablet 10'SEritel LN HS 40mg Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Eritel Trio Tablet 15'SEritel Trio Tablet 10'S,Hypertension, treat high blood pressure (hypertension) and a type of chest pain called angina
Esam 5mg Tablet 10'SEsam 2.5mg Tablet 10'S,Hypertension,used for treating high blood pressure (essential hypertension) in adults
Esam AT Tablet 10'S,Hypertension,lower high blood pressure (hypertension)
Esam LT Tablet 10'S,Hypertension,lower chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy (LVH)
Esam R Capsule 10'S,Hypertension,lower the chance of stroke in patients with high blood pressure and a heart problem called left ventricular hypertrophy
Esamlo AT Tablet 10'S,Hypertension,slow the worsening of diabetic kidney disease (nephropathy) in patients with type 2 diabetes who have or had high blood pressure
